ln_uwe,ln_ahe,age,gender,race,years_ed
6.55108,3.149883,36,1,1,12
6.684612,2.995732,27,1,2,13
6.092006,2.403126,28,2,1,16
6.717711,3.028832,43,2,1,18
6.480311,2.472978,29,1,1,13
5.339139,1.65026,27,1,1,16
5.942194,2.253314,28,2,1,12
6.594098,2.905218,47,2,1,13
6.888337,3.199458,38,1,1,16
6.175387,2.486508,37,1,1,14
6.54003,2.733368,47,1,1,12
6.390499,2.701619,44,2,1,12
6.17138,2.4825,48,2,1,16
6.297109,2.51292,31,1,1,13
6.274327,2.585448,47,2,1,12
6.092006,2.403126,44,2,1,13
6.740701,2.733368,28,1,1,16
6.54003,2.851151,47,2,1,15
6.175387,2.486508,39,1,1,12
5.02388,1.845827,39,2,1,13
5.62374,1.93486,25,1,1,13
6.603266,2.914387,48,2,1,13
7.192054,3.166702,49,1,1,11
6.295479,2.606599,47,2,1,13
6.175387,2.486508,32,1,1,12
4.846332,1.157453,27,2,1,13
6.811795,3.122916,38,1,1,12
6.39693,2.70805,28,2,1,13
8.394582,4.705703,44,1,1,13
5.926926,2.371578,31,1,4,13
6.35102,2.713434,29,2,1,14
4.77702,1.343033,43,2,1,16
6.214608,2.302585,45,2,1,13
6.579251,2.890372,38,1,1,15
6.024564,2.335685,31,2,1,12
6.477919,2.789039,27,1,4,13
5.846883,2.291535,31,2,1,13
6.279147,2.590267,41,1,1,10
7.130899,3.442019,46,1,1,16
6.694181,3.005302,37,2,1,16
6.725434,3.036554,32,1,1,16
5.649448,1.960569,38,2,1,13
2.445686,-1.243194,37,2,4,16
6.868535,3.130865,41,1,1,12
6.134565,2.445686,34,2,1,13
6.453019,2.76414,30,1,1,12
6.323807,2.634928,30,2,1,12
6.691129,2.929929,45,1,2,18
5.809143,2.120264,25,2,1,13
5.035953,2.040221,29,2,1,14
6.422247,2.733368,38,1,1,12
5.952244,2.263364,26,2,1,13
5.077575,2.304986,36,2,1,12
5.192957,2.197225,47,2,1,12
6.848332,3.110662,27,1,1,16
5.143708,1.454829,35,2,1,13
6.594098,2.905218,37,2,1,12
6.682374,2.993494,36,2,1,13
5.912151,2.510953,36,2,1,12
6.635341,3.234143,42,2,1,13
6.422247,2.733368,29,1,1,16
6.112916,2.424037,41,2,1,18
7.130899,3.036554,37,1,1,20
7.013116,3.457768,44,1,1,13
7.17012,3.48124,45,2,1,16
6.868535,3.179655,50,1,1,16
6.943642,2.936309,46,1,4,13
6.56743,2.87855,34,1,1,13
5.475524,1.920176,35,1,1,16
6.694181,2.599837,29,2,1,13
6.128296,2.439416,28,1,1,12
5.768321,2.079442,33,1,1,12
6.040346,2.351467,27,2,1,13
7.561672,3.467327,42,1,1,16
6.763174,3.025504,44,1,1,15
6.357709,2.668829,31,2,1,13
7.561672,3.554338,38,1,1,22
4.518159,0.8292794,41,1,1,16
7.561672,3.669852,32,1,1,18
5.259097,2.368725,44,2,1,16
4.066174,1.581267,34,2,1,12
6.802395,2.890372,38,1,1,16
6.175387,2.486508,46,1,1,12
6.357709,2.668829,45,2,1,18
7.070274,3.158251,29,1,1,20
6.738426,2.931763,43,1,1,12
6.323807,2.634928,40,1,4,16
6.306416,2.617536,31,2,1,13
5.664562,2.445686,34,2,1,14
5.846883,2.158004,27,1,1,12
4.748271,1.752539,29,2,1,16
5.789725,2.100845,49,2,1,16
6.116168,2.204145,34,1,1,13
6.868535,3.179655,39,1,1,12
5.952244,2.263364,37,2,1,13
6.357709,2.668829,43,1,4,18
6.437752,2.343407,30,1,1,12
5.664562,2.891973,30,2,1,16
6.368022,2.56136,28,1,1,18
7.561672,3.313176,44,1,1,20
5.90095,2.212071,26,2,4,13
7.076118,3.164095,41,1,1,20
7.050856,3.043523,43,1,1,20
4.923624,1.234744,25,1,1,9
4.50986,0.3354727,34,1,1,8
5.846883,2.158004,43,2,1,12
4.930593,1.529395,41,2,1,12
5.441418,2.445686,30,2,4,18
5.601504,3.116597,38,2,1,12
6.684612,2.772589,46,2,1,18
6.717711,2.805689,43,1,1,16
5.684952,1.367464,50,2,1,12
6.645391,2.838728,48,1,1,20
6.029205,2.340325,43,2,1,14
5.972046,2.283167,32,1,1,12
6.742155,2.870954,42,1,1,12
6.422247,2.733368,37,2,1,18
6.047554,2.492206,31,1,1,12
6.843217,3.036554,43,1,1,18
5.521461,1.832582,29,1,1,13
5.521461,1.832582,29,2,1,11
5.807218,2.118339,26,2,1,16
6.214608,2.120264,25,1,3,13
6.763174,3.074295,41,1,1,12
7.561672,3.501229,41,1,1,20
6.001034,2.312155,47,2,1,13
4.180287,1.877702,42,2,1,12
5.634789,1.94591,43,2,1,15
5.588904,1.900024,48,2,1,11
6.134565,2.445686,35,1,1,16
5.851539,1.757195,38,2,1,14
5.258536,1.569657,44,1,1,18
6.193989,2.505109,27,1,1,12
3.688879,1.386294,41,2,1,12
5.919144,2.230264,25,1,1,16
5.911422,1.529395,25,1,1,12
6.51272,2.823841,33,1,1,12
5.980993,2.292114,40,2,1,13
6.001034,2.445686,36,1,1,14
5.441418,1.529395,37,1,1,16
6.175387,2.486508,37,2,1,20
5.664562,1.752539,42,1,1,12
4.60517,1.203973,39,2,1,12
6.076186,2.387306,41,1,1,16
3.732774,-0.4103611,43,1,1,6
5.838291,2.149411,40,1,3,10
6.102214,2.150971,37,2,3,16
5.224401,1.535522,49,2,1,11
6.481671,2.792791,27,1,1,16
6.357709,2.668829,40,1,1,12
5.951844,2.262964,49,1,1,14
5.298317,2.302585,29,2,1,13
5.259097,1.010601,45,2,1,13
5.441418,1.752539,35,2,1,10
4.877104,1.188224,25,2,4,9
6.086775,2.325575,35,1,1,12
5.354407,1.888671,32,2,1,12
5.634789,1.609438,47,1,1,9
5.664562,2.198826,34,2,1,13
5.952244,2.551046,32,2,1,12
6.594098,2.905218,34,2,1,16
5.175715,1.486836,33,2,1,12
6.963845,3.157182,35,1,1,12
6.39693,2.70805,35,1,1,12
6.776419,2.864396,48,1,1,12
5.133238,3.053796,37,2,1,16
6.001034,2.312155,46,1,1,13
3.79424,0.3285041,33,2,1,11
6.479927,2.791047,28,1,1,16
5.846883,2.209297,48,2,1,12
6.239926,2.551046,42,1,1,12
5.952244,2.263364,49,2,1,16
5.527137,1.838258,46,2,1,12
5.57944,1.89056,35,2,1,12
7.176019,3.263996,42,1,1,16
6.390499,2.478476,43,2,1,16
6.357709,2.551046,36,1,1,12
5.846883,2.158004,28,1,1,12
5.926926,2.238047,29,1,1,12
6.511859,2.82298,36,1,1,15
5.664562,2.198826,29,2,1,13
6.406499,2.668829,42,1,1,13
6.357709,2.350376,34,1,4,18
5.846883,1.93486,37,1,2,15
4.684621,1.688889,41,1,1,15
3.825012,0.1361322,37,2,1,18
6.785153,2.87313,41,1,1,13
6.482872,2.698683,34,1,1,16
5.97136,2.28248,40,2,1,16
5.41439,1.72551,44,1,1,13
6.175387,2.620039,36,2,1,16
6.054886,2.499538,44,2,1,12
3.825012,0.1361322,29,2,1,14
5.926926,2.238047,36,1,1,12
5.991465,2.302585,27,1,1,14
6.047554,2.358675,41,2,1,12
5.441418,1.752539,25,1,1,12
6.175387,2.081043,45,1,1,13
5.916616,2.004594,42,2,1,12
5.360193,1.958995,29,2,1,12
5.841182,2.203596,46,2,1,12
5.247024,1.558145,33,2,3,13
5.035953,1.900459,35,2,1,12
7.399163,3.48714,35,1,1,16
5.522153,1.966805,35,1,1,13
4.971415,1.282535,25,1,1,13
6.001034,2.263364,42,1,1,12
5.19203,2.196298,30,2,1,12
6.125146,2.436267,33,2,1,12
6.253829,2.564949,32,1,1,16
4.528663,2.043756,40,2,1,12
5.886104,2.197225,25,2,1,12
5.809143,2.120264,33,1,1,14
5.069476,1.572968,41,2,3,12
6.080769,1.906382,32,1,1,12
6.357709,2.668829,28,1,1,13
2.263364,-1.648659,33,1,1,13
5.096578,1.69538,43,2,1,12
5.595569,1.984651,25,2,2,12
3.688879,1.609438,35,2,1,16
5.693311,2.004432,39,2,1,16
5.744605,2.343407,35,1,1,10
6.717711,2.911049,48,1,1,12
6.357709,2.445686,40,1,1,16
6.087648,2.398769,38,2,2,12
5.441418,1.529395,48,2,1,13
6.511859,2.322205,29,1,1,16
5.115996,1.427116,34,1,1,13
5.991465,2.302585,33,1,4,13
6.323807,2.634928,42,1,1,15
6.422247,2.733368,37,1,1,16
6.252348,2.563469,30,1,1,12
5.480639,1.791759,29,2,1,13
5.259097,2.486508,33,2,1,13
6.469578,2.780699,42,2,1,13
5.441418,1.975682,49,2,1,11
6.032287,2.343407,31,2,1,12
6.270698,2.464035,35,1,1,14
6.694181,2.782158,42,1,1,16
6.134565,2.445686,33,2,1,13
6.604569,2.915689,39,1,1,16
5.781491,2.785759,38,2,1,18
5.942194,2.253314,44,2,1,12
6.001034,2.535298,49,2,1,15
6.827713,3.138833,41,2,1,16
7.338538,3.649659,44,1,1,16
6.737856,3.048977,41,2,1,13
6.175387,2.486508,48,2,1,13
6.175387,2.843183,48,2,1,13
7.561672,3.554338,45,1,1,12
5.430694,1.875346,46,2,1,12
5.403678,1.714798,25,1,5,14
6.868535,3.179655,32,1,1,16
5.452468,1.89712,34,2,1,12
7.016954,2.92261,26,1,1,16
5.846883,1.93486,30,2,1,13
5.521461,1.832582,40,1,1,12
6.55108,2.862201,50,1,1,14
6.252348,2.563469,48,1,1,13
5.115996,1.427116,26,1,1,11
6.288716,2.599837,39,1,1,13
5.952244,2.263364,34,2,1,13
6.670084,2.981204,50,1,1,18
5.896154,2.207275,39,2,1,14
5.416101,1.727221,27,1,1,12
5.789725,2.100845,27,2,1,12
4.382027,0.6931472,32,2,1,12
6.384026,2.646357,46,2,1,16
5.595569,1.906689,47,2,1,13
5.153736,1.464857,35,2,1,12
5.946276,2.257397,39,1,1,12
6.907755,3.218876,50,1,1,15
5.572227,2.799639,39,2,1,15
5.441418,1.752539,40,1,1,22
6.214608,2.525729,33,2,1,16
6.645391,2.956511,45,2,1,13
5.846883,2.158004,25,2,1,16
6.999563,2.99223,29,1,1,16
5.846883,2.291535,32,1,1,16
5.783825,2.094946,38,2,1,13
5.521461,1.832582,37,1,1,16
6.963845,3.051822,40,1,1,13
5.309617,1.726098,25,1,1,12
5.595569,1.906689,44,1,1,12
6.005785,2.316905,38,1,1,13
5.741523,2.103937,37,1,1,15
5.264184,2.173141,34,2,1,11
6.372302,2.683423,46,2,3,14
4.902421,1.570217,29,2,1,13
6.657567,2.968687,42,1,1,13
5.554251,2.376197,41,2,1,13
6.961823,3.272943,35,2,1,16
6.645391,2.956511,46,1,1,13
6.695585,2.521198,35,1,1,13
5.476463,2.075266,37,1,1,16
6.756485,2.662141,44,1,1,13
5.934945,2.379597,35,2,1,12
5.995675,2.306795,25,1,1,8
5.703102,2.014223,32,2,1,13
6.047554,2.358675,29,1,1,12
6.357709,2.551046,36,1,1,12
5.854605,2.165726,45,1,1,12
6.092006,2.403126,29,1,1,15
6.167355,2.255332,33,1,1,13
5.846883,2.381147,34,2,1,14
6.575622,2.768959,33,1,1,16
5.582194,2.491152,50,2,1,14
6.580853,2.77419,49,1,1,13
6.175387,2.368725,25,1,1,12
6.617172,2.609838,35,1,1,16
5.115996,1.714798,32,2,1,15
5.942194,2.253314,27,1,1,16
5.486869,1.79799,38,2,1,12
6.868535,2.956511,40,1,1,12
6.990752,2.947701,39,1,1,13
5.77929,2.09041,37,1,1,12
4.7688,1.773067,29,1,1,12
5.120636,1.431757,32,2,1,12
6.222338,2.533459,47,1,1,13
5.852202,2.163323,34,1,1,16
5.48224,1.793361,34,2,1,13
6.357709,2.445686,45,1,1,16
5.952244,2.263364,45,2,1,14
5.789725,2.100845,36,2,1,15
5.789725,2.100845,33,2,1,13
3.09859,1.489152,30,1,1,12
5.521461,1.832582,33,2,1,10
6.486542,3.308488,30,1,1,12
6.214608,2.525729,27,2,1,12
6.047554,2.358675,45,2,1,13
5.789725,2.234377,37,1,1,11
4.438116,1.442384,40,2,1,15
5.441418,1.752539,39,1,1,12
6.175387,2.537801,50,2,1,13
5.952244,2.263364,38,1,1,16
5.7291,2.040221,25,2,1,14
6.175387,2.486508,28,2,1,12
3.426515,1.12393,30,2,1,12
5.90095,2.212071,26,1,1,11.5
6.021751,1.927407,26,1,1,13
5.354407,1.665527,37,1,1,0
6.694181,2.782158,32,1,1,12
6.324704,2.635824,36,1,1,13
4.971415,2.668829,30,2,1,10
6.055703,2.366823,48,2,1,10
6.096825,2.407946,26,1,1,10
5.926926,2.014903,40,1,1,10
5.991465,2.302585,26,1,1,16
6.848332,3.159452,39,1,1,16
5.90095,2.435215,28,2,1,15
5.90095,1.988927,29,1,1,12
5.064703,1.375823,30,2,1,6
6.175387,2.263364,40,1,1,14
5.595569,1.501224,40,1,1,4
5.656529,1.274503,25,1,1,11
6.56743,2.929843,50,2,1,16
4.722953,1.950364,44,2,1,16
5.703783,2.014903,26,1,1,12
6.67414,2.762117,29,2,1,14
7.161204,3.249181,38,1,1,18
6.357709,2.668829,38,1,4,13
6.963845,3.051822,26,2,1,13
6.368759,2.456736,27,1,4,12
5.952244,2.145581,28,1,1,9
6.096825,2.407946,25,1,1,9
6.858965,3.008817,39,2,1,16
5.846883,2.291535,37,1,1,12
5.7291,2.040221,39,2,1,6
5.521461,1.832582,35,1,1,4
7.561672,3.755009,45,1,1,20
6.175387,2.486508,45,1,1,13
6.294651,2.605771,46,1,1,6
7.240153,3.32813,48,1,1,15
6.453019,2.76414,34,2,1,13
6.837138,3.148258,40,1,1,18
6.175387,2.486508,28,1,1,12
6.907755,2.995732,25,1,1,12
7.034049,3.227386,33,1,1,13
6.237597,2.68225,32,2,1,16
6.868535,3.179655,50,1,1,16
5.035953,1.347074,26,1,1,11
5.63066,1.941781,36,1,1,11.5
6.047554,2.409968,32,2,1,12
6.092006,2.285343,37,2,1,12
6.56743,2.760767,35,2,1,16
5.298317,1.609438,32,1,1,8
5.035953,1.398367,27,2,1,12
6.39211,2.703231,41,1,1,14
5.241159,1.552279,31,1,1,9
5.164786,1.252763,41,2,1,4
5.697351,2.008472,28,1,1,12
4.930593,1.634756,25,1,1,10
6.134565,2.445686,40,2,1,15
4.60517,1.049822,28,2,1,12
7.313221,3.305887,39,1,1,16
5.666042,1.977163,46,1,1,0
5.115996,1.427116,36,1,1,13
4.828314,1.139434,46,1,4,12
5.926926,2.055725,46,2,4,12
6.357709,2.668829,49,1,1,13
7.456321,3.767442,45,1,1,16
5.595569,1.788906,27,2,1,12
6.175387,2.414187,40,1,1,13
6.092006,2.403126,29,2,4,13
6.357709,2.350376,50,1,1,13
6.357709,2.668829,48,2,1,16
6.56743,2.87855,49,1,1,15
5.438079,2.036882,37,2,1,12
6.214608,2.407946,42,2,1,12
6.54003,2.802361,48,2,1,18
5.952244,2.956511,28,2,1,16
7.233178,3.426515,33,1,1,13
6.571283,2.65926,27,1,1,16
5.783825,1.871802,28,1,1,16
6.725587,2.813565,42,2,1,13
5.597066,1.908187,28,2,4,12
6.868535,3.084345,36,1,1,16
5.90095,2.212071,36,1,2,18
5.789725,2.100845,27,2,4,13
6.511859,2.82298,46,2,1,12
5.991465,2.302585,42,2,2,12
5.62374,1.93486,45,2,4,16
5.972046,2.283167,41,2,1,12
5.865324,2.176444,41,2,1,16
6.386458,2.697579,31,1,1,12
6.374238,2.685359,35,1,4,13
6.094177,2.405298,30,2,1,13
7.115395,3.308732,36,1,1,16
7.130899,3.218876,46,2,1,16
5.065512,1.376632,25,2,1,13
5.952244,2.263364,33,1,4,12
6.390499,2.701619,44,2,1,16
6.306416,2.299083,31,2,1,13
6.645391,2.956511,26,2,1,13
7.130899,3.123566,29,1,1,20
6.092006,2.403126,37,2,1,12
6.25906,2.703712,44,2,1,16
6.092006,2.403126,25,1,4,14
5.874282,2.236696,49,2,1,16
6.109034,2.420154,39,2,1,9
6.645391,2.956511,36,2,4,13
5.7291,2.040221,31,2,4,13
5.952244,2.214574,45,2,1,6
6.511859,2.599837,45,1,1,12
6.047554,2.358675,42,2,1,13
6.694181,3.005302,39,1,1,15
6.357709,2.668829,27,2,1,13
6.30162,2.61274,26,1,1,16
6.145615,2.456736,42,1,4,13
5.634789,1.94591,38,1,4,12
5.521461,3.912023,39,1,1,18
6.511859,2.705197,37,1,1,13
6.763174,2.668829,45,1,1,13
5.846439,2.627563,39,2,1,12
7.130899,3.442019,44,1,4,18
6.175387,2.486508,41,2,1,16
5.595569,2.194371,42,2,2,13
6.740701,3.051822,32,1,1,12
6.454049,2.716379,31,1,1,15
5.354407,1.953209,30,1,4,15
4.961845,1.966113,26,2,1,15
7.456321,3.767442,37,2,1,16
6.086775,2.397895,31,1,1,12
6.848332,3.159452,40,1,4,16
5.259097,2.263364,48,2,4,13
6.323807,2.634928,36,1,1,16
6.526044,2.837165,31,1,1,16
6.573553,2.884674,28,2,1,16
6.175387,2.486508,34,1,1,12
6.763174,2.956511,46,2,1,14
6.288716,2.599837,25,1,1,16
7.37079,3.681911,25,2,1,16
5.63066,1.605309,46,2,4,12
6.763174,3.074295,34,2,1,16
5.886104,2.197225,33,1,1,13
7.233178,3.544298,32,1,1,18
5.952244,2.040221,39,2,1,13
7.561672,3.467327,39,1,1,9
6.827713,3.138833,47,1,1,13
5.703783,2.014903,46,2,2,12
5.713833,2.535779,35,1,1,12
6.357709,2.668829,35,1,1,14
6.214608,2.577022,26,2,1,11.5
6.175387,2.486508,35,2,1,13
7.202555,3.513675,29,1,1,14
5.755742,2.76001,25,2,1,12
6.198987,2.286964,44,1,1,18
5.398859,3.096273,29,1,1,16
6.214608,2.120264,26,1,4,16
5.598422,2.014903,41,1,1,13
5.926926,2.238047,44,2,1,16
5.789725,2.100845,35,1,1,12
6.963845,2.8695,46,2,1,14
4.553877,1.558145,38,2,1,8
5.846883,2.291535,34,1,1,13
6.08257,2.393691,46,2,1,13
6.02051,2.33163,30,2,1,12
5.010635,1.609438,26,1,1,9
4.805841,1.586965,26,2,1,12
4.342806,1.12393,42,2,1,13
6.357709,2.263364,32,2,1,15
7.561672,3.872792,40,2,1,20
3.872802,0.0016013,44,2,1,12
6.827713,2.999071,32,2,1,12
5.664562,2.956511,35,2,4,16
6.907755,3.218876,32,2,1,16
5.207803,1.518924,36,2,4,13
7.274,3.361977,38,1,1,14
6.092006,2.403126,27,2,1,16
5.910379,2.2215,26,1,1,12
6.482872,2.793993,44,1,1,12
5.74015,2.051271,31,1,1,6
5.372426,1.788906,36,2,1,10
6.024564,2.153363,28,2,1,16
5.952244,2.263364,42,1,4,12
5.521461,1.783791,28,2,1,9
5.452468,2.051271,36,1,2,16
7.090077,3.401197,47,1,1,20
5.441418,1.752539,38,1,1,15
6.15745,2.756252,26,1,1,16
6.662633,2.75061,32,2,1,16
5.398917,1.710037,37,2,1,16
6.645391,2.956511,37,1,1,16
6.389812,2.700933,36,1,2,12
6.770896,3.082017,30,1,1,12
5.035953,2.263364,30,2,1,13
5.634789,2.639057,30,1,1,12
3.912023,1.139434,27,2,1,12
4.750269,1.492172,36,2,2,12
7.561672,3.755009,33,2,4,18
6.302901,2.496238,47,2,1,16
6.388961,2.700082,33,1,1,11.5
4.342806,1.452434,31,1,1,18
6.645391,2.956511,30,1,1,13
4.382027,1.673976,48,1,2,15
5.190104,2.194371,40,2,1,18
5.595569,1.906689,27,2,1,12
5.007554,1.318674,41,1,1,4
5.952244,2.263364,26,1,1,12
6.56743,2.696229,36,1,1,12
6.117758,2.428879,30,1,1,12
6.999563,2.905218,35,1,1,20
5.298317,2.525729,30,2,1,16
5.441418,2.222542,28,2,1,10
4.60517,1.049822,28,1,1,12
6.54003,2.733368,46,2,1,13
4.938314,1.60611,35,2,1,6
5.580963,1.7743,40,1,1,6
6.713599,3.13008,39,2,1,16
6.109248,2.420368,32,2,1,4
6.463069,2.77419,36,1,1,13
5.441418,2.445686,38,2,1,14
5.868862,2.179983,34,1,2,12
5.789725,1.877702,26,1,1,12
6.50229,2.813411,28,2,1,16
6.191078,2.502198,34,1,1,11
3.649659,-0.0392207,41,1,1,12
6.50229,2.813411,28,1,1,12
6.113512,2.306849,29,2,1,13
6.717711,3.028832,30,1,1,16
6.183836,2.494957,32,2,1,12
7.099646,3.187623,34,1,1,16
5.812562,2.123683,27,1,1,12
6.645391,2.956511,27,1,1,16
6.288716,2.599837,33,1,1,9
6.175387,2.486508,25,1,1,12
6.390499,2.701619,29,1,1,16
7.016954,3.328075,33,1,1,13
8.832004,6.752563,32,1,1,12
6.717711,2.911049,30,1,1,16
5.003946,1.448598,47,2,1,9
6.594098,2.905218,49,2,1,18
6.254199,2.565319,44,1,1,16
5.32407,1.63519,40,2,1,12
6.04085,2.35197,43,1,1,6
7.205007,3.398344,39,2,1,16
5.90095,2.212071,31,2,2,12
5.740226,2.051346,43,2,1,13
5.843321,2.154442,32,2,1,12
6.083272,2.394393,29,2,1,15
6.324609,2.517946,33,1,1,13
6.828319,3.362582,46,2,1,15
4.971415,1.793361,39,1,1,18
6.252348,2.563469,39,2,1,12
6.348139,2.436116,37,1,1,16
6.288716,2.599837,29,2,1,16
6.763174,3.074295,30,1,1,18
4.51406,2.211474,34,2,1,10
6.813888,3.125009,30,2,1,18
6.54003,2.445686,26,1,1,12
5.664562,1.975682,43,2,1,12
5.259097,1.703749,31,1,1,12
6.357709,2.263364,37,1,1,13
6.497471,2.808591,37,1,1,18
5.926926,2.142736,33,1,1,11.5
6.252348,2.468159,34,2,1,12
5.857933,2.169054,32,1,1,11
7.043888,3.355008,45,1,1,16
6.717711,3.028832,36,2,1,15
7.561672,3.872792,48,1,1,22
6.422247,2.733368,29,1,1,6
6.134565,2.445686,38,1,1,12
5.035953,1.634756,32,2,1,16
5.441418,1.975682,39,2,1,12
5.664562,1.975682,27,2,1,12
5.801421,2.112541,31,1,1,11.5
7.190618,3.183285,40,1,1,16
6.868535,3.179655,34,1,1,18
6.482872,2.793993,31,1,1,22
5.664562,1.975682,34,2,1,15
6.645391,2.838728,45,1,1,12
5.846883,2.158004,38,2,1,18
5.441418,2.445686,27,2,1,16
6.763174,2.851151,32,1,1,15
5.846883,2.209297,48,2,1,13
5.830076,2.274728,29,2,1,13
6.126869,2.43799,28,1,1,13
4.520115,1.524383,38,2,1,10
6.092006,2.403126,31,2,1,13
5.903918,2.215039,46,1,1,16
5.010635,1.321756,43,2,1,10
6.511859,2.705197,40,1,1,20
6.60717,2.91829,42,2,1,12
6.362221,2.673341,31,1,1,12
5.298317,1.771957,29,2,1,13
6.54003,2.851151,28,1,1,16
5.654992,2.099644,37,1,1,6
5.914504,2.107841,34,2,1,4
5.986645,2.179983,32,1,1,12
5.027164,1.220502,29,2,3,12
6.645391,2.956511,28,1,1,15
5.7291,1.634756,25,1,1,13
6.827713,2.915689,35,2,1,22
6.54003,2.628007,30,1,1,16
1.347074,-1.871802,29,2,1,16
6.827713,2.579217,31,1,1,16
5.661325,1.854663,28,2,1,13
6.453019,2.76414,32,2,1,15
6.029205,2.340325,33,1,1,12
4.828314,1.609438,35,1,4,12
5.97796,1.970627,44,1,1,13
5.595569,1.788906,29,1,1,13
5.846883,1.89564,34,1,1,13
6.620073,2.931194,33,1,1,13
6.415279,2.726399,30,2,1,16
7.050856,3.361977,34,2,1,16
4.413755,0.9480188,39,2,1,16
5.595569,1.906689,47,2,3,15
5.010635,1.321756,27,2,1,16
5.153736,1.464857,43,2,1,12
6.042187,2.353308,29,2,1,12
7.050856,3.244194,38,1,1,16
5.664562,1.975682,28,2,1,11.5
6.542274,2.735612,41,1,1,12
6.261128,2.454466,40,1,1,13
6.175387,2.486508,45,2,1,12
6.175387,2.486508,31,1,1,16
5.886104,2.197225,35,2,1,13
6.028022,2.339143,44,2,1,13
6.907755,2.995732,44,2,1,16
5.441418,1.88607,49,2,1,9
6.725434,3.036554,43,1,1,13
6.868535,3.179655,34,2,1,13
7.090077,3.506558,41,2,1,18
6.482872,3.017136,31,2,1,15
6.092006,2.403126,45,2,1,14
5.585999,2.120264,25,2,1,13
4.268698,0.5798185,26,1,1,16
6.357709,2.551046,29,1,1,13
5.789725,2.100845,35,1,1,12
6.645391,2.733368,35,1,1,18
5.637533,1.948654,29,2,1,13
6.684612,2.995732,32,1,1,16
6.694181,3.005302,28,2,1,16
7.233178,3.321155,38,1,1,20
7.050856,3.138833,40,1,1,18
6.745236,2.650892,42,1,1,16
6.357709,2.668829,35,1,1,13
5.952244,2.314658,28,1,1,22
6.54003,2.851151,28,1,1,11.5
6.368759,2.679879,43,1,1,12
6.633318,2.944439,40,1,1,14
5.148786,2.153053,48,2,1,12
5.436214,2.728164,45,2,1,12
5.153736,1.464857,26,1,1,13
5.998937,2.310057,47,2,1,13
5.952244,2.956511,39,1,1,13
5.225996,1.537117,42,1,1,10
6.54003,2.851151,34,1,1,12
5.426151,1.737271,33,2,1,0
5.480639,1.791759,34,2,1,10
6.465922,2.371578,29,1,1,12
6.119298,2.430418,34,2,1,11.5
6.981863,3.197674,38,1,1,14
5.62374,1.93486,45,1,1,4
5.529429,1.94591,45,1,1,4
5.354407,4.66126,50,2,4,14
5.411646,1.722767,45,2,1,13
5.634789,1.94591,35,1,1,12
5.846883,1.93486,50,2,1,16
6.717711,3.028832,36,2,1,14
6.868535,3.179655,28,1,1,22
6.327937,2.995732,45,1,1,12
6.827713,3.138833,45,1,1,12
5.298317,1.609438,37,2,1,12
6.390499,2.701619,43,1,2,12
4.710531,2.312635,49,2,2,13
6.753604,3.064725,37,1,1,15
6.907755,3.218876,47,2,2,16
3.285815,0.5132266,33,2,1,13
5.298317,1.742969,25,1,1,11
6.670084,2.932414,37,1,1,15
6.066972,2.378093,34,2,1,12
5.952244,2.263364,47,1,1,11
5.521461,2.120264,27,2,1,11
5.854605,2.453408,48,2,1,13
5.441418,1.88607,26,2,1,13
5.991465,2.302585,31,1,3,12
6.51841,2.82953,26,2,1,12
5.829793,2.274446,38,2,1,12
5.654992,1.742969,41,2,1,13
6.263398,2.574519,38,2,1,13
6.001034,2.312155,34,1,1,9
7.130899,2.882404,39,1,1,18
6.404593,2.715713,39,2,1,13
6.858484,3.169605,42,1,1,15
6.868535,3.179655,29,1,1,13
5.043425,1.824549,27,1,1,12
6.607352,2.918472,45,1,1,13
5.010635,1.321756,33,1,1,6
4.426841,1.207965,44,2,1,0
5.90095,2.02975,45,2,1,12
6.390499,2.701619,29,2,1,16
5.108274,1.552926,25,1,1,11
5.90095,1.893617,26,1,1,12
6.175387,2.486508,35,1,1,14
6.001034,2.312155,29,2,1,13
7.561672,3.649649,49,1,1,16
6.656441,2.562096,41,2,1,12
5.578619,1.88974,32,1,1,12
5.225996,1.537117,27,1,1,6
5.809143,2.407946,29,1,1,12
6.450997,2.762117,31,1,1,12
7.083646,3.171623,41,1,1,16
6.357709,2.668829,31,1,1,13
6.288716,2.599837,38,2,1,13
6.50495,2.74375,46,1,1,16
6.175387,2.486508,49,1,1,12
6.214608,2.525729,47,1,1,16
6.482872,2.475539,28,1,1,12
7.393263,3.564622,34,1,1,12
4.748271,1.059392,43,2,1,12
5.968117,2.412769,27,1,2,12
4.240527,1.75562,37,2,1,12
6.562009,2.87313,40,2,1,12
5.942194,2.204524,32,1,1,12
6.357709,2.445686,33,2,1,12
5.441418,1.752539,45,2,1,12
6.453019,2.76414,43,1,1,16
6.763174,3.074295,38,1,1,13
5.298317,2.302585,37,2,1,12
7.561672,3.649649,33,1,1,15
6.868535,3.061872,42,2,1,15
6.856462,3.167583,49,1,1,14
6.848332,3.159452,48,1,1,13
5.952244,2.263364,30,1,1,13
6.907755,3.218876,46,1,1,13
6.779922,3.091043,45,1,1,12
5.298317,1.609438,25,1,4,13
6.214608,2.525729,31,1,1,12
5.075174,1.386294,29,1,1,12
5.952244,2.263364,32,2,1,12
7.052337,3.245674,47,1,1,18
6.645391,2.733368,39,1,1,12
